ZIP,PCT_WORKING,PCT_HOUSE_OWNERS,PCT_WITH_CAR,CUSTOMER_ID,mailing_Standard tennisracket,mailing_XL original orange baseball cap,mailing_XS original red soccer shirt,GENDER,CREDITLIMIT,ZODIAC,E-MAIL ADDRESS,ORDERDATE_Max,PRICE_Sum_Sum,NUMBER OF PURCHASES
"1561WM",70,57,87,18854.000,"T","F","F","F",395.000,5.000,"name21352@wwmail.inc",2009-10-22,809.333,2
"1561WM",70,57,87,13854.000,,,,"F",395.000,5.000,"name18179@wwmail.es",2005-04-19,160.821,1
"1561WM",70,57,87,23854.000,"T","F","F","F",395.000,10.000,"name16079@wwmail.de",2010-01-28,1239.310,3
"1561XX",85,70,89,12605.000,,,,"F",5455.000,7.000,"name28447@zigzag.cat",2010-02-12,1404.236,4
"1562JP",77,59,94,9905.000,,,,"F",5970.000,9.000,"name12591@tnet.uk",2009-05-19,995.701,4
"1562JP",77,59,94,4706.000,"T","T","F","F",5970.000,3.000,"name10012@tnet.inc",2008-09-27,256.060,1
"1562JP",77,59,94,29905.000,"T","F","F","F",5970.000,10.000,"name4346@tnet.jp",2007-01-04,476.538,1
"1562NK",85,71,92,20854.000,"F","F","T","F",2497.000,8.000,"name2520@molbe.cat",2010-12-12,1182.580,3
"1562NK",85,71,92,10854.000,,,,"F",2497.000,10.000,"name15468@wwmail.de",2005-10-30,381.647,1
"1562NK",85,71,92,5854.000,"F","F","T","F",2497.000,4.000,"name1467@lomejor.es",2006-05-24,1092.814,2
"1562NK",85,71,92,853.000,"F","T","T","F",2497.000,7.000,"name3056@molbe.cat",2004-06-07,423.030,2
"1562PV",77,61,90,22581.000,"T","F","F","F",4967.000,5.000,"name28278@zigzag.be",2006-01-05,217.988,1
"1562YJ",90,75,86,9960.000,,,,"F",9617.000,3.000,"name19569@wwmail.es",2010-09-18,1068.156,4
"1562YJ",90,75,86,4961.000,"T","T","F","F",9617.000,5.000,"name13276@tnet.uk",2001-12-22,736.520,1
"1563GQ",77,58,87,28814.000,"T","F","T","F",8174.000,9.000,"name1905@lomejor.es",2008-08-08,436.588,2
"1563LD",80,64,89,14366.000,"T","F","F","M",405.000,6.000,"name15194@wwmail.de",2010-08-18,1076.628,3
"1563LD",80,64,89,9366.000,"T","F","F","M",405.000,7.000,"name10269@tnet.inc",2010-02-19,1323.867,3
"1563NL",83,66,92,14532.000,,,,"M",3430.000,3.000,"name14639@wwmail.de",2010-11-13,1694.446,5
"1563NL",83,66,92,19532.000,"F","F","T","M",3430.000,10.000,"name19332wwmail.es",2009-10-14,586.304,2
"1564AK",83,65,91,18980.000,,,,"M",7100.000,11.000,"name19059@wwmail.es",2008-02-02,281.451,1
"1564AK",83,65,91,3979.000,"F","T","F","M",7100.000,1.000,"name19812@wwmail.es",2010-05-01,355.586,1
"1564CS",79,62,89,17293.000,"F","T","F","M",287.000,7.000,"name17129@wwmail.de",2007-05-08,849.127,2
"1564EI",78,65,90,8332.000,,,,"F",8221.000,3.000,"name7523@tnet.fr",2010-08-14,897.667,6
"1564EI",78,65,90,23332.000,,,,"F",8221.000,5.000,"name14172@tnet.uk",2006-09-14,342.407,1
"1564NV",78,64,89,5115.000,"F","T","T","M",8441.000,6.000,"name10418@tnet.inc",2010-02-13,767.700,3
"1564NV",78,64,89,15198.000,"T","T","F","M",8441.000,2.000,"name11934@tnet.uk",2009-12-24,455.173,2
"1564NV",78,64,89,10198.000,"F","T","F","M",8441.000,9.000,"name8080@tnet.fr",2009-07-11,1467.211,3
"1564QA",81,65,91,14865.000,,,,"M",6504.000,3.000,"name19378@wwmail.es",2006-07-24,201.039,1
"1564QA",81,65,91,24865.000,"F","F","T","M",6504.000,7.000,"name19989@wwmail.es",2009-12-04,817.432,2
"1564QG",87,73,90,9031.000,,,,"M",3026.000,5.000,"name4616@tnet.jp",2010-12-29,1337.947,3
"1564QG",87,73,90,29031.000,,,,"M",3026.000,11.000,"name8127@tnet.fr",2008-04-10,578.597,2
"1564RB",75,57,88,19005.000,,,,"F",3105.000,3.000,"name16880@wwmail.de",2009-05-22,1137.650,2
"1564ZZ",89,72,88,7326.000,"T","F","F","F",8241.000,9.000,"name12923@tnet.uk",2010-03-12,873.381,3
"1565CK",70,56,90,8578.000,"F","T","F","F",1919.000,9.000,"name2626@molbe.cat",2007-10-04,575.174,1
"1565CK",70,56,90,28578.000,"F","T","F","F",1919.000,7.000,"name21684@wwmail.inc",2008-07-27,158.229,1
"1565CK",70,56,90,23578.000,"F","T","F","F",1919.000,7.000,"name27341@zigzag.be",2010-11-21,1119.992,4
"1565MK",81,67,92,9160.000,,,,"F",1218.000,3.000,"name3557@molbe.cat",2008-10-27,762.167,3
"1565MK",81,67,92,29160.000,"F","F","T","F",-999999.000,7.000,"name6558@tnet.fr",2007-06-30,1023.918,3
"1565WC",82,65,88,23675.000,,,,"M",336.000,10.000,"name2814@molbe.cat",2009-06-24,83.940,1
"1566CH",76,60,89,17333.000,"F","T","F","F",163.000,2.000,"name5973@tnet.fr",2007-06-10,832.559,2
"1566CH",76,60,89,2331.000,"T","T","F","F",163.000,1.000,"name3799@molbe.cat",2010-01-10,1693.654,6
"1566CH",76,60,89,27333.000,"F","T","F","F",163.000,2.000,"name631@hmail.uk",2010-02-13,68.147,1
"1566LB",84,70,92,6424.000,,,,"F",1773.000,4.000,"name16744@wwmail.de",2010-10-18,1097.027,3
"1566WS",78,66,91,11590.000,"T","F","F","F",1240.000,6.000,"name6390@tnet.fr",2009-03-17,610.942,1
"1566WS",78,66,91,16590.000,,,,"F",1240.000,8.000,"name1696@lomejor.es",2009-07-27,920.798,3
"1566WU",78,64,92,6075.000,,,,"F",4987.000,10.000,"name22198@wwmail.inc",2005-11-02,1056.718,2
"1566WU",78,64,92,26075.000,"F","F","T","F",4987.000,8.000,"name9857@tnet.inc",2010-10-16,890.431,3
"1566ZJ",82,70,90,24204.000,,,,"M",8845.000,11.000,"name15749@wwmail.de",2010-05-15,1476.665,5
"1567AR",85,69,89,3443.000,"F","T","F","M",1758.000,5.000,"name27946@zigzag.be",2001-01-14,308.520,1
"1567AR",85,69,89,23443.000,"F","T","T","M",1758.000,7.000,"name14161@tnet.uk",2009-04-29,972.688,3
"1567AX",75,57,87,11667.000,"F","F","T","F",8527.000,5.000,"name2552@molbe.cat",2006-07-16,635.882,2
"1567BN",77,60,88,8975.000,,,,"F",417.000,7.000,"name2055@lomejor.es",2009-11-03,471.842,3
"1567BN",77,60,88,28975.000,,,,"F",417.000,11.000,"name1860@lomejor.es",2010-01-20,1107.471,3
"1567CU",83,66,90,3650.000,"F","T","F","F",4633.000,6.000,"name21704@wwmail.inc",2007-03-04,1609.809,3
"1567CU",83,66,90,29152.000,"T","F","F","F",4633.000,6.000,"name9388@tnet.inc",2010-03-12,281.979,1
"1567MG",76,59,90,2284.000,"F","T","F","F",3914.000,11.000,"name22499@wwmail.inc",2004-12-16,1937.740,2
"1567PL",81,66,92,7216.000,,,,"F",843.000,2.000,"name29289@zigzag.jp",2009-05-24,1557.749,3
"1567PL",81,66,92,27216.000,"F","F","T","F",843.000,4.000,"name6683@tnet.fr",2010-05-25,924.943,5
"1567XA",71,53,90,17429.000,,,,"F",105.000,3.000,"name8608@tnet.inc",2010-11-02,432.705,3
"1567XA",71,53,90,12429.000,,,,"F",105.000,10.000,"name22465@wwmail.inc",2006-01-28,848.267,2
"1567YQ",82,65,89,27177.000,,,,"F",2314.000,10.000,"name16242@wwmail.de",2009-10-11,1574.366,2
"1568CB",82,66,92,9642.000,,,,"M",8775.000,6.000,"name16294@wwmail.de",2010-06-22,1008.857,2
"1568JA",82,66,89,19664.000,"F","F","T","M",1754.000,11.000,"name11296@tnet.uk",2008-03-28,922.915,3
"1568JA",82,66,89,4365.000,"F","T","T","M",1754.000,4.000,"name2435@molbe.cat",2010-08-12,1086.918,2
"1568SV",79,63,88,24982.000,,,,"M",2852.000,12.000,"name7835@tnet.fr",2009-01-04,545.937,2
"1568SV",79,63,88,29982.000,,,,"M",2852.000,3.000,"name24783@wwmail.org",2009-08-11,55.522,1
"1568TG",73,58,89,1276.000,"F","T","F","F",1623.000,6.000,"name13770@tnet.uk",2009-03-21,967.239,3
"1568TG",73,58,89,11577.000,,,,"F",1623.000,10.000,"name18983@wwmail.es",2009-01-19,970.910,3
"1569FF",80,64,89,30436.000,,,,"M",977.000,8.000,"name5943@tnet.fr",2009-03-17,701.266,3
"1569GA",84,72,88,2726.000,"F","T","T","F",9163.000,3.000,"name24067@wwmail.org",2010-04-20,1301.847,4
"1569GA",84,72,88,12123.000,"F","T","T","F",9163.000,6.000,"name27099@wwmail.uk",2009-12-29,401.635,1
"1569GA",84,72,88,22123.000,"F","T","F","F",9163.000,2.000,"name18919@wwmail.es",2006-06-28,380.173,1
"1569SO",92,78,89,25986.000,,,,"M",3611.000,5.000,"name17470@wwmail.de",2008-01-27,558.189,1
"1569VY",87,73,92,5962.000,,,,"F",1340.000,5.000,"name28224@zigzag.be",2006-07-10,393.113,1
"1569VY",87,73,92,15962.000,,,,"F",1340.000,4.000,"name5092@tnet.jp",2009-02-03,820.681,2
"1569VY",87,73,92,10962.000,"F","F","T","F",1340.000,5.000,"name19218@wwmail.es",2007-02-09,1005.239,3
"1569YU",79,65,92,2700.000,"F","T","F","F",176.000,3.000,"name13588@tnet.uk",2002-02-19,624.320,2
"1569YU",79,65,92,7097.000,,,,"F",176.000,10.000,"name4289@tnet.jp",2010-11-16,877.161,3
"1570JF",84,70,90,2223.000,"F","T","F","F",2719.000,11.000,"name6110@tnet.fr",2010-12-27,1086.073,3
"1570JF",84,70,90,17728.000,"T","T","F","F",2719.000,1.000,"name9255@tnet.inc",2006-09-22,704.450,3
"1570OR",76,61,88,17786.000,"T","F","F","F",8339.000,1.000,"name29348@zigzag.jp",2006-08-21,374.608,2
"1570OR",76,61,88,11237.000,,,,"F",5334.000,6.000,"name4351@tnet.jp",2010-08-12,1149.094,3
"1571OU",75,61,94,12507.000,,,,"F",9174.000,8.000,"name29359@zigzag.jp",2010-08-22,1979.679,6
"1571OU",75,61,94,22507.000,,,,"F",9174.000,6.000,"name1389@lomejor.es",2008-08-26,361.372,3
"1571YD",77,60,89,4055.000,"F","T","F","M",6374.000,3.000,"name13397@tnet.uk",2010-05-25,819.873,3
"1572DZ",87,71,90,20973.000,"F","T","F","M",2455.000,4.000,"name9750@tnet.inc",2009-01-02,201.462,1
"1572DZ",87,71,90,25973.000,"F","T","T","M",2455.000,8.000,"name28596@zigzag.cat",2009-11-27,696.693,3
"1573EM",86,73,93,5543.000,"F","T","T","F",8243.000,8.000,"name26500@wwmail.uk",2007-01-25,504.323,2
"1573EM",86,73,93,15506.000,,,,"F",8243.000,4.000,"name29142@zigzag.jp",2008-04-11,179.984,1
"1573HY",82,66,89,9467.000,,,,"F",797.000,4.000,"name14859@wwmail.de",2010-03-24,1178.599,3
"1573HY",82,66,89,29467.000,,,,"F",797.000,10.000,"name6391@tnet.fr",2010-08-15,963.004,3
"1573LT",86,68,91,20835.000,,,,"M",8406.000,3.000,"name1348@hmail.uk",2008-09-10,590.383,1
"1573TM",82,69,91,13657.000,,,,"F",9950.000,1.000,"name8359@tnet.inc",2010-07-26,451.738,3
"1573TQ",86,68,90,30117.000,,,,"F",8872.000,6.000,"name27393@zigzag.be",2006-05-02,655.978,2
"1573WB",81,61,90,20185.000,,,,"F",203.000,6.000,"name19624@wwmail.es",2010-03-18,480.660,2
"1573WB",81,61,90,5102.000,"F","T","F","F",203.000,3.000,"name28494@zigzag.cat",1999-11-03,418.900,1
"1574CS",87,73,88,18385.000,,,,"M",2565.000,7.000,"name27031@wwmail.uk",2008-07-30,1130.320,2
"1574CS",87,73,88,8385.000,,,,"M",2565.000,11.000,"name9596@tnet.inc",2010-09-05,899.261,4
"1574CS",87,73,88,23385.000,"T","F","F","M",2565.000,2.000,"name24602@wwmail.org",2010-12-30,2651.371,6
"1574HH",88,75,90,6542.000,"T","F","F","F",1486.000,12.000,"name13046@tnet.uk",2008-12-15,706.228,2
"1574HH",88,75,90,26542.000,,,,"F",1486.000,8.000,"name5328@tnet.jp",2008-06-01,592.125,3
"1574SD",81,69,89,8713.000,"F","T","F","M",3599.000,6.000,"name4560@tnet.jp",2007-11-19,785.514,3
"1574UJ",81,65,88,11888.000,"F","T","F","F",3577.000,8.000,"name17277@wwmail.de",2009-03-01,911.997,3
"1574UJ",81,65,88,1687.000,"F","T","T","F",3577.000,4.000,"name13721@tnet.uk",1999-03-11,760.040,1
"1575AF",80,63,88,21026.000,,,,"F",1420.000,9.000,"name18367@wwmail.es",2008-12-05,1026.975,3
"1575GO",75,56,85,9169.000,,,,"F",436.000,9.000,"name10141@tnet.inc",2010-06-01,746.955,2
"1575QV",78,60,90,787.000,"F","T","F","M",8480.000,5.000,"name17569@wwmail.de",2008-10-13,1074.904,2
"1575VM",85,70,90,22171.000,"F","F","T","F",1387.000,1.000,"name7067@tnet.fr",2005-01-15,238.497,1
"1575VM",85,70,90,27171.000,,,,"F",1387.000,3.000,"name28118@zigzag.be",2010-05-19,238.775,1
"1576BY",87,73,90,6605.000,"F","F","T","F",876.000,10.000,"name2344@lomejor.es",2010-12-17,702.208,3
"1576BY",87,73,90,21605.000,,,,"F",876.000,6.000,"name23211@wwmail.inc",2009-04-23,940.695,2
"1576MQ",82,65,91,19827.000,,,,"M",2511.000,11.000,"name8094@tnet.fr",2010-01-29,584.163,2
"1576MQ",82,65,91,14827.000,,,,"M",2511.000,6.000,"name8457@tnet.inc",2006-08-28,369.619,2
"1576MQ",82,65,91,4628.000,"F","T","F","M",2511.000,8.000,"name13326@tnet.uk",2004-07-19,456.165,1
"1576MQ",82,65,91,29827.000,,,,"M",2511.000,4.000,"name275@hmail.inc",2010-12-10,165.760,1
"1576NL",81,63,90,12281.000,,,,"F",9805.000,4.000,"name27757@zigzag.be",2010-03-25,422.292,3
"1576NL",81,63,90,17281.000,,,,"F",9805.000,7.000,"name17106@wwmail.de",2009-02-17,1169.499,5
"1576NL",81,63,90,27281.000,"F","F","T","F",9805.000,5.000,"name8534@tnet.inc",2005-06-20,311.987,1
"1576SJ",77,63,90,3350.000,"T","T","F","F",305.000,11.000,"name21875@wwmail.inc",2003-03-25,606.680,1
"1576SJ",77,63,90,22850.000,,,,"F",305.000,1.000,"name6326@tnet.fr",2007-02-04,653.656,1
"1577AP",75,58,92,12091.000,,,,"M",5075.000,6.000,"name12316@tnet.uk",2006-02-17,124.666,1
"1577AP",75,58,92,7091.000,,,,"M",5075.000,9.000,"name29198@zigzag.jp",2008-03-08,382.848,1
"1577IC",88,72,89,3234.000,"F","T","F","M",3979.000,2.000,"name27491zigzag.be",2006-04-25,336.047,1
"1577IC",88,72,89,27734.000,,,,"M",3979.000,8.000,"name17833@wwmail.es",2008-08-20,513.868,2
"1577UL",88,72,92,1652.000,"F","T","F","F",1372.000,9.000,"name10666@tnet.inc",2002-03-13,1966.200,2
"1577UL",88,72,92,11853.000,"F","T","F","F",1372.000,12.000,"name9365@tnet.inc",2010-12-06,593.867,2
"1577WF",75,60,89,10637.000,,,,"F",5994.000,6.000,"name22392@wwmail.inc",2009-07-21,631.685,2
"1577WF",75,60,89,15637.000,"F","F","T","F",5994.000,5.000,"name21389@wwmail.inc",2006-04-21,741.514,2
"1577WF",75,60,89,5156.000,"T","T","F","F",5994.000,11.000,"name10456@tnet.inc",2010-08-16,552.767,2
"1577WF",75,60,89,25637.000,"F","F","T","F",5994.000,2.000,"name2123@lomejor.es",2009-11-17,1765.731,4
"1577WF",75,60,89,30637.000,"T","F","F","F",5994.000,6.000,"name24698@wwmail.org",2009-04-28,1329.663,3
"1577YF",72,57,91,26353.000,"T","T","F","M",5555.000,10.000,"name860@hmail.uk",2010-10-28,1106.705,5
"1578AW",83,68,88,28458.000,"F","T","F","F",2509.000,7.000,"name17728@wwmail.es",2010-03-21,1163.244,3
"1578HQ",79,65,89,29382.000,"T","F","F","M",1525.000,1.000,"name22032@wwmail.inc",2010-11-01,651.960,3
"1578IQ",81,66,91,12644.000,,,,"M",7646.000,2.000,"name2513@molbe.cat",2010-10-22,1736.419,5
"1578IQ",81,66,91,17644.000,"F","F","T","M",7646.000,3.000,"name15328@wwmail.de",2010-09-27,753.444,6
"1578IQ",81,66,91,27644.000,"F","F","T","M",7646.000,11.000,"name25022@wwmail.org",2009-07-16,895.142,2
"1578LB",79,65,86,15546.000,,,,"F",877.000,12.000,"name17457@wwmail.de",2009-01-25,1291.164,3
"1578QT",81,67,92,11833.000,"F","T","F","F",1049.000,11.000,"name4815@tnet.jp",2010-10-23,446.378,3
"1578QT",81,67,92,1632.000,"F","T","F","F",1049.000,11.000,"name13730@tnet.uk",2000-04-01,2304.710,3
"1578QT",81,67,92,26833.000,"F","T","F","F",1049.000,4.000,"name5275@tnet.jp",2006-12-08,180.667,1
"1578XU",75,58,86,18114.000,,,,"F",3509.000,10.000,"name7783@tnet.fr",2008-09-26,239.549,1
"1578XU",75,58,86,28114.000,,,,"F",3509.000,12.000,"name26895@wwmail.uk",2006-04-16,214.995,1
"1579GE",91,78,88,20343.000,"F","T","F","F",4636.000,5.000,"name27402@zigzag.be",2010-09-30,700.299,3
"1579GE",91,78,88,30343.000,"F","T","F","F",4636.000,4.000,"name3544@molbe.cat",2009-11-12,1209.338,3
"1579GM",83,70,87,7513.000,"F","T","F","F",3336.000,7.000,"name8987@tnet.inc",2008-11-03,1279.457,3
"1579LJ",90,74,90,6436.000,,,,"F",4402.000,8.000,"name16783@wwmail.de",2008-06-15,584.753,2
"1579PG",77,65,87,15804.000,"T","F","F","F",8231.000,12.000,"name11858@tnet.uk",2010-03-23,264.240,2
"1579ZQ",76,60,88,19944.000,"F","F","T","F",5003.000,12.000,"name8048@tnet.fr",2008-07-20,270.862,1
"1580CS",77,60,91,10752.000,,,,"M",1529.000,9.000,"name5919@tnet.fr",2009-09-16,1711.093,6
"1580CS",77,60,91,20752.000,,,,"M",1529.000,10.000,"name9971@tnet.inc",2008-12-07,663.784,3
"1580DU",83,68,89,20586.000,,,,"F",9682.000,12.000,"name3538@molbe.cat",2008-11-09,410.957,1
"1580EE",80,71,89,3037.000,"F","T","F","M",9285.000,3.000,"name6187@tnet.fr",2009-08-25,797.896,3
"1580EE",80,71,89,8238.000,"F","T","T","M",9285.000,2.000,"name26221@wwmail.uk",2009-04-28,890.835,2
"1580NE",79,63,92,12184.000,,,,"F",2325.000,2.000,"name2848@molbe.cat",2008-08-10,895.246,2
"1580SI",81,63,90,7675.000,,,,"F",6466.000,4.000,"name28743@zigzag.cat",2008-12-12,443.132,1
"1580WP",75,58,87,22589.000,,,,"F",4476.000,12.000,"name16006@wwmail.de",2009-11-26,1917.596,5
"1581AM",78,64,90,14335.000,,,,"F",2299.000,11.000,"name29068@zigzag.cat",2010-12-26,806.396,2
"1581AM",78,64,90,29335.000,"F","F","T","F",2299.000,6.000,"name4729@tnet.jp",2005-12-18,134.038,1
"1581AM",78,64,90,24335.000,"F","F","T","F",2299.000,7.000,"name25389@wwmail.org",2010-08-13,2033.853,6
"1581LI",91,74,89,22169.000,,,,"M",4490.000,3.000,"name14621@wwmail.de",2006-07-12,484.230,3
"1581LI",91,74,89,2067.000,"T","T","F","M",4490.000,9.000,"name14490@wwmail.de",2002-11-13,407.490,1
"1581UC",78,61,87,20614.000,,,,"F",861.000,3.000,"name572@hmail.uk",2006-07-23,373.803,1
"1581UC",78,61,87,15614.000,,,,"F",861.000,7.000,"name23096@wwmail.inc",2007-12-02,466.029,1
"1581UC",78,61,87,10614.000,,,,"F",861.000,7.000,"name14601@wwmail.de",2010-10-26,568.414,3
"1581UC",78,61,87,25614.000,,,,"F",861.000,5.000,"name25839@wwmail.uk",2010-01-05,819.221,5
"1581VA",79,63,91,14205.000,,,,"F",4681.000,5.000,"name28296@zigzag.be",2010-09-23,1445.771,6
"1581YK",88,72,89,5996.000,,,,"F",6190.000,4.000,"name17297@wwmail.de",2007-11-24,1132.829,3
"1581YK",88,72,89,795.000,"T","T","F","F",6190.000,6.000,"name25434@wwmail.org",2007-07-25,632.549,3
"1582JJ",87,77,90,25336.000,,,,"F",3849.000,9.000,"name9924@tnet.inc",2010-09-02,1197.244,3
"1582JZ",79,63,88,17576.000,,,,"F",5478.000,11.000,"name18393@wwmail.es",2009-09-02,996.180,3
"1582JZ",79,63,88,27576.000,"F","F","T","F",5478.000,7.000,"name13131@tnet.uk",2007-10-11,1014.367,2
"1582SA",84,71,89,16316.000,,,,"F",8161.000,3.000,"name22734@wwmail.inc",2005-05-21,290.327,1
"1582SA",84,71,89,11316.000,,,,"F",8161.000,11.000,"name19073@wwmail.es",2006-03-10,651.054,1
"1582SA",84,71,89,1819.000,"F","T","F","F",8161.000,6.000,"name13697@tnet.uk",2008-01-19,1740.180,6
"1582SF",73,55,89,15499.000,,,,"M",834.000,12.000,"name6789@tnet.fr",2009-03-10,406.102,2
"1582SF",73,55,89,20499.000,,,,"M",834.000,4.000,"name7802@tnet.fr",2008-05-26,976.100,3
"1582SF",73,55,89,30499.000,,,,"M",834.000,12.000,"name11300@tnet.uk",2010-01-02,877.351,1
"1582WS",81,66,88,9734.000,,,,"M",369.000,11.000,"name27510@zigzag.be",2006-10-06,527.627,1
"1582WS",81,66,88,19734.000,"T","F","F","M",369.000,8.000,"name26687@wwmail.uk",2009-12-03,1211.778,2
"1582WZ",89,73,89,28374.000,,,,"M",901.000,10.000,"name5010@tnet.jp",2010-06-22,889.173,3
"1582YP",76,63,85,6086.000,,,,"F",7648.000,7.000,"name22193@wwmail.inc",2010-01-28,461.513,1
"1583EM",80,64,88,30131.000,,,,"M",1339.000,6.000,"name26016@wwmail.uk",2009-08-23,310.609,1
"1583FQ",83,68,89,10375.000,"T","F","F","F",5660.000,3.000,"name22945@wwmail.inc",2008-04-16,1270.641,3
"1583FQ",83,68,89,20375.000,"F","F","T","F",5660.000,8.000,"name14715@wwmail.de",2006-07-17,145.643,1
"1583FQ",83,68,89,30375.000,,,,"F",5660.000,6.000,"name1500@lomejor.es",2006-10-23,422.090,2
"1583HZ",77,61,91,22242.000,,,,"F",7458.000,6.000,"name2324@lomejor.es",2010-03-25,321.979,2
"1583HZ",77,61,91,12242.000,"T","F","F","F",7458.000,10.000,"name10617@tnet.inc",2008-09-17,1565.725,3
"1583PZ",87,72,90,7187.000,,,,"F",8598.000,7.000,"name16456@wwmail.de",2005-01-01,320.478,1
"1583PZ",87,72,90,27187.000,,,,"F",8598.000,2.000,"name6647@tnet.fr",2007-11-28,215.515,1
"1583UG",86,75,88,10287.000,"T","F","F","M",9871.000,7.000,"name17053wwmail.de",2010-08-23,552.732,2
"1583UG",86,75,88,25287.000,,,,"M",9871.000,2.000,"name20112@wwmail.es",2010-12-23,1400.416,6
"1584DA",86,70,89,30443.000,"F","T","F","M",4979.000,7.000,"name8627@tnet.inc",2008-05-04,635.989,1
"1584EY",85,71,91,9392.000,"T","F","T","F",9777.000,6.000,"name15413@wwmail.de",2008-10-28,142.044,3
"1584EY",85,71,91,24392.000,,,,"F",9777.000,1.000,"name7625@tnet.fr",2009-04-14,730.479,2
"1584NL",73,55,90,28772.000,,,,"M",8495.000,2.000,"name15429@wwmail.de",2005-08-12,295.443,1
"1584RU",81,64,90,14416.000,"T","F","F","F",8672.000,5.000,"name6075@tnet.fr",2009-01-20,1248.608,2
"1584RU",81,64,90,24416.000,"T","F","F","F",8672.000,4.000,"name7576@tnet.fr",2009-09-25,337.496,3
"1584TB",82,73,93,28392.000,,,,"M",3074.000,4.000,"name5006@tnet.jp",2008-09-17,702.656,2
"1584TP",79,67,90,15184.000,"T","F","F","M",7926.000,2.000,"name22726@wwmail.inc",2005-11-10,468.389,1
"1584TP",79,67,90,10184.000,,,,"M",7926.000,7.000,"name4780@tnet.jp",2007-12-19,965.023,3
"1584TP",79,67,90,20184.000,"T","F","F","M",7926.000,8.000,"name3497@molbe.cat",2010-02-19,661.921,3
"1584VJ",75,58,88,18873.000,"F","T","F","M",989.000,8.000,"name2749@molbe.cat",2007-05-10,1177.886,3
"1584WT",78,61,86,7267.000,,,,"M",1735.000,6.000,"name1263@hmail.uk",2009-12-28,1810.954,6
"1584WT",78,61,86,17267.000,,,,"M",1735.000,9.000,"name5238@tnet.jp",2006-06-10,330.820,2
"1584XL",74,61,93,5174.000,"F","T","F","F",1508.000,5.000,"name24590@wwmail.org",2003-07-26,266.640,1
"1585AV",85,71,88,16964.000,,,,"M",6092.000,6.000,"name23330@wwmail.inc",2008-05-09,75.406,1
"1585AV",85,71,88,26964.000,,,,"M",6092.000,5.000,"name17990@wwmail.es",2010-06-22,764.742,3
"1585LY",72,54,87,2730.000,"F","T","F","M",629.000,10.000,"name9055@tnet.inc",2009-10-01,531.734,2
"1585MT",75,62,91,11802.000,"T","F","F","F",7330.000,6.000,"name6519@tnet.fr",2008-04-27,1609.795,3
"1585MT",75,62,91,21802.000,"T","F","F","F",7330.000,9.000,"name7238@tnet.fr",2007-03-01,192.300,1
"1585MT",75,62,91,16802.000,"T","F","T","F",7330.000,5.000,"name5474@tnet.jp",2010-11-20,532.476,2
"1585MT",75,62,91,6802.000,,,,"F",7330.000,6.000,"name3472@molbe.cat",2009-03-09,629.976,3
"1585NB",78,61,89,4561.000,"F","T","F","F",9492.000,5.000,"name26162@wwmail.uk",2007-05-03,801.281,3
"1585NB",78,61,89,29760.000,,,,"F",9492.000,2.000,"name6246@tnet.fr",2010-05-27,1950.378,5
"1585RD",79,66,90,5409.000,"F","T","F","F",3313.000,1.000,"name4016@tnet.jp",2010-05-28,732.092,3
"1585TC",69,52,94,16914.000,"F","F","T","F",6337.000,5.000,"name11705@tnet.uk",2010-04-27,1338.382,5
"1585TC",69,52,94,1713.000,"T","T","F","F",6337.000,9.000,"name5462@tnet.jp",2003-12-09,684.620,2
"1585VI",78,67,88,20250.000,"T","F","F","F",1099.000,3.000,"name1949@lomejor.es",2010-03-28,930.359,2
"1585VI",78,67,88,30250.000,"F","F","T","F",1099.000,10.000,"name26045@wwmail.uk",2009-12-15,1448.978,5
"1585ZB",79,63,91,20675.000,,,,"F",7660.000,9.000,"name26107@wwmail.uk",2006-03-07,307.532,1
"1585ZB",79,63,91,15675.000,,,,"F",7660.000,2.000,"name10754@tnet.inc",2006-01-24,124.503,1
"1585ZB",79,63,91,30675.000,"F","F","T","F",7660.000,5.000,"name14444@wwmail.de",2010-03-17,182.902,1
"1586IZ",77,61,91,14581.000,,,,"M",4484.000,7.000,"name9574@tnet.inc",2009-03-16,466.652,1
"1586IZ",77,61,91,29581.000,"F","F","T","M",4484.000,9.000,"name22126@wwmail.inc",2010-04-18,1333.601,3
"1586PR",77,62,90,29400.000,,,,"M",5417.000,2.000,"name28558@zigzag.cat",2006-08-20,132.979,1
"1586QZ",84,65,89,9362.000,"T","F","F","F",374.000,6.000,"name667@hmail.uk",2008-06-30,326.459,1
"1586QZ",84,65,89,19362.000,,,,"F",374.000,3.000,"name15322@wwmail.de",2009-12-10,383.720,3
"1586QZ",84,65,89,24362.000,"T","F","F","F",374.000,8.000,"name26948@wwmail.uk",2010-07-30,311.476,1
"1586TH",85,71,90,4805.000,"F","T","F","F",2752.000,3.000,"name1683@lomejor.es",2000-07-30,636.780,1
"1586UO",77,63,93,20493.000,"F","T","F","M",7474.000,12.000,"name21148@wwmail.inc",2008-04-17,793.218,2
"1586UO",77,63,93,5530.000,"F","T","F","M",-999999.000,10.000,"name29174@zigzag.jp",2003-06-18,174.060,1
"1586UO",77,63,93,15493.000,"F","T","F","M",7474.000,4.000,"name26090@wwmail.uk",2010-09-03,1571.516,6
"1586UO",77,63,93,30493.000,"F","T","F","M",7474.000,3.000,"name20260@wwmail.es",2010-04-16,355.316,2
