ZIP	CUSTOMER_ID	GENDER	CREDITLIMIT	ZODIAC	E-MAIL ADDRESS	ORDERDATE	AMOUNT_SPENT	MAILING_ID_1.0	MAILING_ID_2.0	1.0_RESPONSE	2.0_RESPONSE	pct_working	pct_with_car	pct_house_owners
"1172ZQ"	15400.000000	"F"	1206.000000	1.000000	"name5075@tnet.jp"	2009-11-15	211.754882					79	91	61
"1426NJ"	15401.000000	"F"	8576.000000	2.000000	"name173@hmail.fr"	2010-10-18	744.021894					79	89	64
"1874KF"	15402.000000	"F"	3754.000000	8.000000	"name18578@wwmail.es"	2009-03-04	1138.690303					76	90	62
"1491KF"	15403.000000	"F"	9993.000000	11.000000	"name9553@tnet.inc"	2006-03-30	362.633788	"T"	"F"	0.000000		72	92	59
"1351NY"	15404.000000	"F"	1335.000000	4.000000	"name2737@molbe.cat"	2008-06-08	375.277419					78	91	64
"1479KC"	15405.000000	"F"	8061.000000	9.000000	"name28460@zigzag.cat"	2009-02-14	1197.370800					82	92	68
"1269YU"	15406.000000	"M"	6982.000000	6.000000	"name9484@tnet.inc"	2009-08-02	1396.913761					78	90	64
"1192LC"	15407.000000	"M"	353.000000	8.000000	"name27165@zigzag.be"	2007-05-28	394.697131					74	92	58
"1007HU"	15408.000000	"F"	1317.000000	5.000000	"name25535@wwmail.uk"	2010-09-28	785.174700	"T"	"F"	0.000000		76	86	63
"1229AG"	15409.000000	"M"	9659.000000	4.000000	"name11904@tnet.uk"	2009-06-09	481.745674					74	89	59
"1645GH"	15410.000000	"M"	1464.000000	6.000000	"name2781@molbe.cat"	2010-10-20	519.714818					81	86	65
"1231CI"	15411.000000	"M"	3994.000000	9.000000	"name7480@tnet.fr"	2008-06-24	1298.168475					85	88	72
"1669EI"	15412.000000	"F"	7845.000000	5.000000	"name28261@zigzag.be"	2010-06-20	435.488760					81	90	68
"1626CZ"	15413.000000	"M"	8317.000000	2.000000	"name9370@tnet.inc"	2007-03-10	574.170479	"T"	"F"	0.000000		85	90	70
"1764OQ"	15414.000000	"F"	1286.000000	1.000000	"name11903@tnet.uk"	2010-02-11	763.834938					77	88	62
"1077BK"	15415.000000	"F"	4425.000000	12.000000	"name25574@wwmail.uk"	2009-03-25	278.297050					87	89	76
"1508OY"	15416.000000	"F"	1849.000000	7.000000	"name5100@tnet.jp"	2010-07-10	1033.253438					72	95	57
"1230ZS"	15417.000000	"M"	9174.000000	10.000000	"name9317@tnet.inc"	2009-05-17	364.094394					88	88	74
"1975NX"	15418.000000	"F"	9216.000000	10.000000	"name18516@wwmail.es"	2010-12-03	524.039876	"T"	"F"	0.000000		81	90	66
"1962IF"	15419.000000	"F"	8720.000000	3.000000	"name5105@tnet.jp"	2008-08-27	94.888641					76	90	60
"1629QE"	15420.000000	"M"	6323.000000	8.000000	"name25398@wwmail.org"	2010-01-10	2142.971786					74	91	58
"1921IL"	15421.000000	"F"	6009.000000	7.000000	"name11902@tnet.uk"	2010-05-07	579.617379					78	88	64
"1919YR"	15422.000000	"M"	2396.000000	10.000000	"name7404@tnet.fr"	2007-06-26	182.870690					78	90	61
"1782QS"	15423.000000	"F"	3203.000000	4.000000	"name27805@zigzag.be"	2008-08-29	1180.487215	"T"	"F"	0.000000		78	90	66
"1380XY"	15424.000000	"M"	312.000000	6.000000	"name2166@lomejor.es"	2005-09-13	120.423598					87	90	71
"1589VO"	15425.000000	"F"	9064.000000	7.000000	"name7400@tnet.fr"	2005-11-07	453.265860					81	91	66
"1826YI"	15426.000000	"F"	6763.000000	5.000000	"name9262@tnet.inc"	2009-10-28	1029.625571					83	86	66
"1400FD"	15427.000000	"M"	5108.000000	9.000000	"name21475@wwmail.inc"	2009-10-19	1782.228603					76	90	58
"1648WR"	15428.000000	"F"	2266.000000	2.000000	"name25380@wwmail.org"	2010-01-17	901.257736	"T"	"F"	0.000000		96	92	82
"1039JO"	15429.000000	"F"	103.000000	5.000000	"name9261@tnet.inc"	2010-08-05	1404.365995					76	91	64
"1811MQ"	15430.000000	"F"	1664.000000	8.000000	"name9180@tnet.inc"	2010-09-21	404.830254					79	91	61
"1737OQ"	15431.000000	"F"	1030.000000	7.000000	"name139@hmail.fr"	2009-03-21	1664.298574					84	94	68
"1556XH"	15432.000000	"M"	8492.000000	11.000000	"name7305@tnet.fr"	2009-05-10	1623.756934					84	88	68
"1489YD"	15433.000000	"F"	9161.000000	2.000000	"name15504@wwmail.de"	2010-07-05	957.029592	"T"	"F"	0.000000		71	88	55
"1185RB"	15434.000000	"M"	9824.000000	8.000000	"name21657@wwmail.inc"	2009-03-11	180.607469					84	88	68
"1086YX"	15435.000000	"F"	9213.000000	2.000000	"name9049@tnet.inc"	2009-05-25	1035.903991					81	92	66
"1569FF"	15436.000000	"M"	977.000000	7.000000	"name858@hmail.uk"	2010-03-09	1014.082551					80	89	64
"1473DJ"	15437.000000	"F"	5761.000000	2.000000	"name8943@tnet.inc"	2009-08-22	1807.400826					83	91	66
"1341KJ"	15438.000000	"F"	4715.000000	3.000000	"name8934@tnet.inc"	2010-12-09	1279.575704	"T"	"F"	0.000000		80	89	66
"1396EP"	15439.000000	"F"	138.000000	8.000000	"name8917@tnet.inc"	2005-12-21	30.973649					84	90	70
"1791FU"	15440.000000	"M"	4140.000000	5.000000	"name18429@wwmail.es"	2010-10-05	1720.870778					91	95	75
"1339ZX"	15441.000000	"F"	6114.000000	9.000000	"name18427@wwmail.es"	2007-01-25	314.220558					79	89	66
"1865QX"	15442.000000	"F"	1159.000000	8.000000	"name29545@zigzag.com"	2007-09-02	149.421539					78	92	65
"1584DA"	15443.000000	"M"	4979.000000	2.000000	"name5162@tnet.jp"	2007-11-03	200.636050	"T"	"F"	0.000000		86	89	70
"1862BU"	15444.000000	"F"	5425.000000	3.000000	"name707@hmail.uk"	2008-01-20	1352.525173					76	90	59
"1347NX"	15445.000000	"F"	4958.000000	9.000000	"name5174@tnet.jp"	2006-01-30	521.385873					69	93	56
"1032KT"	15446.000000	"M"	373.000000	2.000000	"name1240@hmail.uk"	2007-08-11	352.073210					82	90	66
"1832BT"	15447.000000	"M"	3416.000000	11.000000	"name203@hmail.inc"	2006-12-27	569.739470					81	89	68
"1466GY"	15448.000000	"M"	9281.000000	11.000000	"name7130@tnet.fr"	2008-04-07	446.604171	"T"	"F"	0.000000		78	91	66
"1174UB"	15449.000000	"M"	7225.000000	6.000000	"name28007@zigzag.be"	2008-07-04	742.171136					74	88	59
"1903HH"	15450.000000	"M"	3960.000000	4.000000	"name25348@wwmail.org"	2010-09-16	66.364410					79	89	60
"1485VI"	15451.000000	"M"	5934.000000	11.000000	"name25347@wwmail.org"	2007-04-20	242.433125					84	88	71
"1620AN"	15452.000000	"F"	1152.000000	8.000000	"name22177@wwmail.inc"	2008-11-28	2347.851500					83	90	63
"1008YE"	15453.000000	"F"	2022.000000	3.000000	"name7124@tnet.fr"	2008-09-04	1271.792406	"T"	"F"	0.000000		84	89	69
"1832QH"	15454.000000	"M"	4500.000000	3.000000	"name11900@tnet.uk"	2007-03-02	1154.445078					75	93	61
"1153JG"	15455.000000	"F"	567.000000	10.000000	"name8668@tnet.inc"	2010-07-17	1836.530094					80	91	65
"1187UC"	15456.000000	"M"	9138.000000	6.000000	"name22211@wwmail.inc"	2009-12-28	2140.415991					78	91	64
"1453QK"	15457.000000	"F"	4920.000000	10.000000	"name5192@tnet.jp"	2010-12-09	1198.149726					91	90	78
"1361GA"	15458.000000	"F"	1228.000000	7.000000	"name11899@tnet.uk"	2007-01-12	616.316295	"T"	"F"	0.000000		80	92	66
"1406NM"	15459.000000	"F"	3495.000000	2.000000	"name7092@tnet.fr"	2009-05-26	968.465448					69	88	51
"1162BA"	15460.000000	"F"	4136.000000	7.000000	"name3433@molbe.cat"	2009-12-29	590.120459					76	91	61
"1426CT"	15461.000000	"M"	4706.000000	2.000000	"name18362@wwmail.es"	2010-01-02	981.373150					87	90	75
"1519UE"	15462.000000	"F"	8930.000000	3.000000	"name11898@tnet.uk"	2010-02-05	735.860523					70	91	55
"1285XM"	15463.000000	"F"	1951.000000	8.000000	"name8538@tnet.inc"	2009-10-04	520.166899	"T"	"F"	0.000000		79	93	66
"1185NB"	15464.000000	"F"	5975.000000	11.000000	"name25331@wwmail.org"	2006-02-27	845.476851					87	95	69
"1260MR"	15465.000000	"M"	1207.000000	2.000000	"name7044@tnet.fr"	2006-11-05	786.195896					81	85	65
"1127NT"	15466.000000	"F"	6394.000000	6.000000	"name3473@molbe.cat"	2005-11-04	194.633474					69	92	56
"1986BP"	15467.000000	"M"	1429.000000	11.000000	"name18341@wwmail.es"	2009-12-08	757.709800					72	90	54
"1630HG"	15468.000000	"F"	1857.000000	9.000000	"name8501@tnet.inc"	2010-07-08	373.758042	"T"	"F"	0.000000		70	90	56
"1399IW"	15469.000000	"F"	7577.000000	8.000000	"name3494@molbe.cat"	2005-09-15	587.678926					81	94	67
"1891SL"	15470.000000	"F"	4230.000000	4.000000	"name11897@tnet.uk"	2010-12-08	2375.870595					81	89	64
"1979AC"	15471.000000	"F"	281.000000	5.000000	"name28938@zigzag.cat"	2009-06-14	1516.850418					78	93	63
"1316CM"	15472.000000	"M"	5257.000000	2.000000	"name1020@hmail.uk"	2006-09-12	460.256802					75	86	59
"1104CR"	15473.000000	"M"	8749.000000	6.000000	"name2357@lomejor.es"	2009-07-24	549.709785	"T"	"F"	0.000000		83	87	68
"1512RO"	15474.000000	"M"	7162.000000	9.000000	"name22803@wwmail.inc"	2008-07-07	480.656552					72	91	55
"1291EI"	15475.000000	"F"	1392.000000	2.000000	"name11896@tnet.uk"	2010-12-24	837.660618					87	90	73
"1594CC"	15476.000000	"F"	6065.000000	7.000000	"name11895@tnet.uk"	2010-07-29	854.082769					73	91	58
"1748UM"	15477.000000	"F"	3092.000000	8.000000	"name18298@wwmail.es"	2006-12-16	302.110846					77	91	64
"1374QP"	15478.000000	"F"	5241.000000	8.000000	"name29770@zigzag.es"	2007-12-02	1606.125590	"T"	"F"	0.000000		75	91	59
"1017QM"	15479.000000	"F"	620.000000	12.000000	"name11894@tnet.uk"	2010-06-29	356.430093					84	90	67
"1061AB"	15480.000000	"M"	6718.000000	5.000000	"name17186@wwmail.de"	2006-04-13	103.983382					86	94	73
"1519RB"	15481.000000	"F"	2562.000000	4.000000	"name18276@wwmail.es"	2007-03-19	27.386753					80	90	66
"1255NS"	15482.000000	"F"	9973.000000	9.000000	"name11893@tnet.uk"	2010-11-11	597.636094					83	86	67
"1611XS"	15483.000000	"M"	4625.000000	4.000000	"name8414@tnet.inc"	2008-12-13	574.349545	"T"	"F"	0.000000		80	91	67
"1247NF"	15484.000000	"F"	1714.000000	5.000000	"name18265@wwmail.es"	2009-04-17	1403.816075					82	92	69
"1520BL"	15485.000000	"F"	8825.000000	6.000000	"name25280@wwmail.org"	2008-12-22	441.224229					79	93	64
"1417ZZ"	15486.000000	"F"	2770.000000	10.000000	"name25278@wwmail.org"	2009-04-21	1214.753280					92	89	78
"1997SP"	15487.000000	"F"	3152.000000	11.000000	"name3678@molbe.cat"	2010-05-11	174.075313					83	90	73
"1126TR"	15488.000000	"M"	8833.000000	2.000000	"name23014@wwmail.inc"	2010-06-28	959.778437	"T"	"F"	0.000000		75	86	60
"1466LO"	15489.000000	"M"	14.000000	10.000000	"name3696@molbe.cat"	2005-09-24	239.635190					88	88	73
"1916CO"	15490.000000	"F"	2770.000000	8.000000	"name26086@wwmail.uk"	2007-04-07	620.468216					84	90	69
"1261KA"	15491.000000	"M"	3023.000000	4.000000	"name5252@tnet.jp"	2010-11-06	2221.928808					71	90	58
"1008DS"	15492.000000	"F"	5260.000000	8.000000	"name8319@tnet.inc"	2006-07-06	910.255085					82	90	66
"1586UO"	15493.000000	"M"	7474.000000	4.000000	"name26090@wwmail.uk"	2010-09-03	1571.516170	"T"	"F"	0.000000		77	93	63
"1694EJ"	15494.000000	"F"	6361.000000	10.000000	"name804@hmail.uk"	2008-09-05	491.869450					75	89	58
"1752YL"	15495.000000	"F"	8718.000000	10.000000	"name8282@tnet.inc"	2006-10-26	629.252711					82	93	66
"1842JA"	15496.000000	"F"	8807.000000	6.000000	"name25255@wwmail.org"	2010-10-26	1991.104335					72	89	59
"1726XM"	15497.000000	"M"	3594.000000	8.000000	"name5965@tnet.fr"	2010-10-12	2266.760148					87	91	70
"1086UX"	15498.000000	"F"	9465.000000	4.000000	"name8266@tnet.inc"	2005-03-01	100.000000	"T"	"F"	0.000000		80	88	63
"1582SF"	15499.000000	"M"	834.000000	12.000000	"name6789@tnet.fr"	2009-03-10	406.102044					73	89	55
"1320MM"	15500.000000	"M"	7429.000000	5.000000	"name25242@wwmail.org"	2010-04-19	707.174085					70	90	56
"1644CI"	15501.000000	"M"	1319.000000	2.000000	"name3802@molbe.cat"	2007-05-22	748.547910					74	90	59
"1907UY"	15502.000000	"F"	9830.000000	4.000000	"name26139@wwmail.uk"	2009-12-02	541.401288					74	89	58
"1132NF"	15503.000000	"M"	4973.000000	7.000000	"name862@hmail.uk"	2008-09-08	291.632242	"T"	"F"	0.000000		76	93	60
"1167FY"	15504.000000	"F"	2586.000000	2.000000	"name3581@molbe.cat"	2007-02-26	103.396737					85	90	72
"1711KS"	15505.000000	"F"	6445.000000	8.000000	"name10766@tnet.inc"	2010-06-04	822.536701					81	92	66
"1573EM"	15506.000000	"F"	8243.000000	4.000000	"name29142@zigzag.jp"	2008-04-11	179.984276					86	93	73
"1541BU"	15507.000000	"F"	7426.000000	11.000000	"name16931@wwmail.de"	2010-10-14	834.814590					86	92	72
"1651RY"	15508.000000	"F"	4919.000000	9.000000	"name5311@tnet.jp"	2006-12-19	289.066660	"T"	"F"	0.000000		89	90	75
"1015BU"	15509.000000	"F"	8830.000000	3.000000	"name16916@wwmail.de"	2009-10-26	695.958169					85	92	69
"1379BC"	15510.000000	"M"	194.000000	11.000000	"name16906@wwmail.de"	2009-02-07	1681.869850					81	89	67
"1215AM"	15511.000000	"F"	229.000000	7.000000	"name23357@wwmail.inc"	2010-02-22	1711.829250					77	92	59
"1680XI"	15512.000000	"F"	7617.000000	7.000000	"name5325@tnet.jp"	2009-10-25	346.267605					76	88	62
"1854GW"	15513.000000	"M"	8527.000000	9.000000	"name26191@wwmail.uk"	2008-04-05	1385.144542	"T"	"F"	0.000000		70	92	54
"1217SI"	15514.000000	"F"	3255.000000	7.000000	"name27830@zigzag.be"	2010-11-10	1148.177280					75	92	62
"1325KA"	15515.000000	"F"	1752.000000	5.000000	"name20651@wwmail.inc"	2009-09-26	2473.414347					87	91	74
"1296LY"	15516.000000	"F"	393.000000	7.000000	"name10608@tnet.inc"	2005-12-16	113.053324					77	88	65
"1645TT"	15517.000000	"F"	6993.000000	11.000000	"name16836@wwmail.de"	2007-11-12	183.823039					88	90	71
"1861DS"	15518.000000	"F"	1508.000000	4.000000	"name10590@tnet.inc"	2009-05-22	1135.974570	"T"	"F"	0.000000		89	92	76
"1505LT"	15519.000000	"F"	5151.000000	5.000000	"name10567@tnet.inc"	2010-05-21	621.983332					79	90	64
"1387NJ"	15520.000000	"F"	84.000000	2.000000	"name18142@wwmail.es"	2009-03-06	656.705447					84	91	67
"1615KG"	15521.000000	"M"	7689.000000	6.000000	"name26242@wwmail.uk"	2007-03-02	75.000000					82	93	68
"1280RK"	15522.000000	"M"	157.000000	6.000000	"name28488@zigzag.cat"	2010-02-12	966.183295					90	91	74
"1352MT"	15523.000000	"M"	6187.000000	5.000000	"name6549@tnet.fr"	2009-06-14	859.564499	"T"	"F"	0.000000		73	91	58
"1973KD"	15524.000000	"F"	3556.000000	8.000000	"name25186@wwmail.org"	2006-11-12	921.379829					76	88	60
"1506EX"	15525.000000	"M"	1752.000000	10.000000	"name10513@tnet.inc"	2009-06-07	786.084422					78	97	64
"1128VC"	15526.000000	"F"	1028.000000	11.000000	"name1590@lomejor.es"	2010-10-03	1075.012512					81	93	66
"1329PN"	15527.000000	"F"	5521.000000	6.000000	"name1594@lomejor.es"	2007-12-05	845.091396					77	90	60
"1720FF"	15528.000000	"M"	4908.000000	5.000000	"name16706@wwmail.de"	2010-12-21	753.486356	"T"	"F"	0.000000		81	89	65
"1677HP"	15529.000000	"M"	9665.000000	5.000000	"name18106@wwmail.es"	2010-06-26	1222.174412					82	92	68
"1248GC"	15530.000000	"F"	6109.000000	2.000000	"name10110@tnet.inc"	2009-03-03	175.388914					81	89	63
"1062BK"	15531.000000	"F"	2692.000000	7.000000	"name18103@wwmail.es"	2008-05-24	466.073947					79	94	64
"1026CH"	15532.000000	"F"	79.000000	5.000000	"name2714@molbe.cat"	2009-08-21	292.098260					80	91	66
"1596KX"	15533.000000	"M"	8633.000000	4.000000	"name25175@wwmail.org"	2010-06-13	342.916023	"T"	"F"	0.000000		85	91	69
"1976KJ"	15534.000000	"F"	7515.000000	6.000000	"name18095@wwmail.es"	2009-08-01	351.304322					81	90	64
"1241HP"	15535.000000	"F"	6710.000000	6.000000	"name11892@tnet.uk"	2009-06-26	176.080903					71	94	52
"1933AO"	15536.000000	"F"	1280.000000	8.000000	"name25166@wwmail.org"	2009-01-22	490.155772					69	94	56
"1549JM"	15537.000000	"F"	7010.000000	8.000000	"name26306@wwmail.uk"	2010-07-10	278.727023					88	90	74
"1235XF"	15538.000000	"M"	1472.000000	11.000000	"name28312@zigzag.be"	2008-07-25	602.114004	"T"	"F"	0.000000		87	90	70
"1919UU"	15539.000000	"F"	5578.000000	11.000000	"name9789@tnet.inc"	2009-09-01	1473.412843					82	89	68
"1223CK"	15540.000000	"F"	7138.000000	5.000000	"name20529@wwmail.es"	2009-11-27	1025.108728					88	90	73
"1935BR"	15541.000000	"M"	2750.000000	10.000000	"name29728@zigzag.com"	2010-01-18	175.417874					78	90	62
"1635NC"	15542.000000	"M"	4000.000000	11.000000	"name11890@tnet.uk"	2010-03-27	2338.365039					81	90	63
"1617VS"	15543.000000	"M"	275.000000	5.000000	"name25174@wwmail.org"	2008-12-30	687.416717	"T"	"F"	0.000000		78	90	64
"1311PX"	15544.000000	"F"	1592.000000	5.000000	"name23128@wwmail.inc"	2009-10-14	147.228759					76	94	60
"1967IZ"	15545.000000	"F"	8465.000000	9.000000	"name1787@lomejor.es"	2009-12-21	188.113784					79	90	60
"1578LB"	15546.000000	"F"	877.000000	12.000000	"name17457@wwmail.de"	2009-01-25	1511.092752					79	86	65
"1416XY"	15547.000000	"F"	9813.000000	7.000000	"name9306@tnet.inc"	2008-11-02	601.428436					83	89	64
"1156LT"	15548.000000	"M"	7878.000000	9.000000	"name5541@tnet.jp"	2009-10-21	1056.721596	"T"	"F"	0.000000		78	87	61
"1971CG"	15549.000000	"F"	2638.000000	3.000000	"name17428@wwmail.de"	2010-11-03	1786.563263					74	90	56
"1753YB"	15550.000000	"F"	9483.000000	8.000000	"name22847@wwmail.inc"	2009-08-21	831.186976					77	91	63
"1262YQ"	15551.000000	"F"	9058.000000	3.000000	"name11889@tnet.uk"	2007-08-25	673.868786					90	93	72
"1956TG"	15552.000000	"M"	2509.000000	4.000000	"name320@hmail.inc"	2010-12-09	2252.183832					74	92	61
"1489WW"	15553.000000	"F"	4056.000000	7.000000	"name14475@wwmail.de"	2008-02-08	815.756493	"T"	"F"	0.000000		78	89	63
"1838SW"	15554.000000	"F"	461.000000	8.000000	"name22591@wwmail.inc"	2010-12-24	50.704314					75	89	56
"1266ZH"	15555.000000	"F"	9949.000000	9.000000	"name25641@wwmail.uk"	2006-03-18	712.583176					80	91	61
"1247ER"	15556.000000	"M"	6945.000000	4.000000	"name24357@wwmail.org"	2008-08-28	73.804344					87	91	75
"1774QW"	15557.000000	"F"	6418.000000	2.000000	"name10793@tnet.inc"	2009-08-01	447.744921					77	89	59
"1403XJ"	15558.000000	"F"	8933.000000	5.000000	"name24282@wwmail.org"	2008-04-23	733.484683	"T"	"F"	0.000000		83	90	70
"1203LS"	15559.000000	"M"	2090.000000	2.000000	"name26604@wwmail.uk"	2010-07-14	3273.807867					82	89	65
"1002AI"	15560.000000	"M"	2198.000000	10.000000	"name5601@tnet.jp"	2009-06-13	945.739082					88	92	72
"1898SG"	15561.000000	"M"	9998.000000	7.000000	"name11888@tnet.uk"	2009-07-08	608.496798					75	89	61
"1205DL"	15562.000000	"F"	2327.000000	7.000000	"name26970@wwmail.uk"	2008-05-04	538.830678					79	92	64
"1810BM"	15563.000000	"M"	1195.000000	5.000000	"name15189@wwmail.de"	2010-12-01	807.838891	"T"	"F"	0.000000		84	93	69
"1337VC"	15564.000000	"F"	493.000000	1.000000	"name11887@tnet.uk"	2010-02-10	1429.997378					83	89	64
"1642UA"	15565.000000	"F"	7329.000000	8.000000	"name837@hmail.uk"	2010-09-04	841.343918					81	91	64
"1687CA"	15566.000000	"F"	4357.000000	6.000000	"name27159@wwmail.uk"	2007-09-06	1272.267394					83	87	68
"1692WP"	15567.000000	"F"	2451.000000	6.000000	"name21815@wwmail.inc"	2006-12-29	803.679773					78	87	63
"1004CR"	15568.000000	"M"	9259.000000	2.000000	"name3427@molbe.cat"	2010-01-22	1319.575948	"T"	"F"	0.000000		80	88	60
"1805CL"	15569.000000	"M"	9324.000000	5.000000	"name11886@tnet.uk"	2010-12-26	1231.911700					77	86	62
"1487TH"	15570.000000	"F"	83.000000	4.000000	"name21639@wwmail.inc"	2007-12-11	1483.592287					66	90	48
"1815GW"	15571.000000	"M"	2806.000000	4.000000	"name661@hmail.uk"	2010-12-24	668.746430					79	88	63
"1295BM"	15572.000000	"M"	642.000000	3.000000	"name19835@wwmail.es"	2006-11-29	865.519594					71	86	58
"1497WP"	15573.000000	"F"	3731.000000	12.000000	"name11885@tnet.uk"	2010-03-11	413.265039	"T"	"F"	0.000000		78	90	64
"1529LN"	15574.000000	"F"	963.000000	8.000000	"name25170@wwmail.org"	2009-06-20	919.766700					91	88	76
"1610XO"	15575.000000	"M"	2182.000000	2.000000	"name25144@wwmail.org"	2009-10-12	413.714930					74	90	57
"1142SL"	15576.000000	"F"	9333.000000	4.000000	"name24985@wwmail.org"	2008-09-18	257.885606					76	93	62
"1044AM"	15577.000000	"M"	5721.000000	3.000000	"name21266@wwmail.inc"	2010-12-22	637.990130					80	90	63
"1725CE"	15578.000000	"F"	8841.000000	5.000000	"name14464@wwmail.de"	2010-08-17	792.868064	"T"	"F"	0.000000		83	89	70
"1670ST"	15579.000000	"F"	2998.000000	1.000000	"name9741@tnet.inc"	2009-05-06	1443.516079					77	88	61
"1415XC"	15580.000000	"M"	6551.000000	1.000000	"name20625@wwmail.es"	2009-02-20	153.998128					78	88	62
"1685EL"	15581.000000	"F"	1872.000000	4.000000	"name29527@zigzag.com"	2009-07-08	1808.764631					89	91	76
"1878OM"	15582.000000	"F"	1000.000000	11.000000	"name11883@tnet.uk"	2007-08-03	109.602583					79	89	65
"1456RY"	15583.000000	"F"	1834.000000	6.000000	"name17631@wwmail.es"	2007-08-16	418.954534	"T"	"F"	0.000000		78	87	63
"1423TR"	15584.000000	"F"	9563.000000	9.000000	"name11882@tnet.uk"	2008-10-01	403.537805					82	87	67
"1274PH"	15585.000000	"M"	2461.000000	10.000000	"name16037@wwmail.de"	2009-10-09	462.141255					85	91	71
"1580DU"	15586.000000	"F"	9682.000000	6.000000	"name9762@tnet.inc"	2008-11-29	555.906123					83	89	68
"1391VQ"	15587.000000	"F"	4036.000000	8.000000	"name16088@wwmail.de"	2010-06-14	1683.935868					77	90	61
"1015LC"	15588.000000	"M"	7812.000000	7.000000	"name5769@tnet.jp"	2010-10-18	833.437137	"T"	"F"	0.000000		85	92	69
"1776XH"	15589.000000	"M"	2049.000000	8.000000	"name9411@tnet.inc"	2007-07-29	538.114117					76	90	64
"1112ZG"	15590.000000	"F"	7146.000000	9.000000	"name16500@wwmail.de"	2010-11-16	654.080201					82	93	68
"1960RY"	15591.000000	"F"	5384.000000	4.000000	"name18121@wwmail.es"	2009-11-12	622.228095					76	86	61
"1677BC"	15592.000000	"M"	3061.000000	11.000000	"name24487@wwmail.org"	2010-04-14	1075.079693					75	88	63
"1378GO"	15593.000000	"M"	704.000000	4.000000	"name18227@wwmail.es"	2009-10-12	719.158422	"T"	"F"	0.000000		77	87	62
"1540XQ"	15594.000000	"F"	2421.000000	3.000000	"name24454@wwmail.org"	2008-08-18	493.910283					87	88	75
"1217YL"	15595.000000	"F"	3303.000000	8.000000	"name9482@tnet.inc"	2005-11-09	849.680617					82	88	68
"1239AX"	15596.000000	"F"	8289.000000	2.000000	"name6835@tnet.fr"	2010-11-25	923.697459					81	88	67
"1770GX"	15597.000000	"F"	6285.000000	4.000000	"name1508@lomejor.es"	2010-09-26	1259.262665					77	92	64
"1226IC"	15598.000000	"F"	9124.000000	8.000000	"name151@hmail.fr"	2010-09-20	1236.260087	"T"	"F"	0.000000		86	92	73
"1676WL"	15599.000000	"M"	1926.000000	10.000000	"name24407@wwmail.org"	2010-12-17	824.610173					83	95	66
"1363DU"	15600.000000	"M"	1675.000000	6.000000	"name28243@zigzag.be"	2008-08-15	567.849295					83	87	69
"1267PK"	15601.000000	"F"	6731.000000	3.000000	"name8218@tnet.inc"	2009-12-24	1359.096466					83	89	66
"1516EQ"	15602.000000	"F"	3914.000000	11.000000	"name18572@wwmail.es"	2009-03-20	1237.994202					73	92	57
"1415YU"	15603.000000	"F"	1607.000000	4.000000	"name16529@wwmail.de"	2009-04-16	1530.081993	"T"	"F"	0.000000		79	92	64
"1566ZN"	15604.000000	"M"	4374.000000	11.000000	"name22391@wwmail.inc"	2006-09-19	50.714302					83	89	66
"1849XM"	15605.000000	"F"	4977.000000	10.000000	"name11881@tnet.uk"	2010-11-13	1741.939460					89	90	70
"1616WH"	15606.000000	"M"	6298.000000	10.000000	"name8220@tnet.inc"	2010-02-07	668.418145					77	89	65
"1304ZN"	15607.000000	"M"	5670.000000	8.000000	"name24330@wwmail.org"	2010-11-17	466.681111					74	92	54
"1669ZU"	15608.000000	"F"	3843.000000	2.000000	"name20977@wwmail.inc"	2010-05-16	677.339014	"T"	"F"	0.000000		76	91	59
"1370CN"	15609.000000	"M"	8066.000000	4.000000	"name3705@molbe.cat"	2008-01-21	669.960493					77	90	63
"1810ZD"	15610.000000	"M"	6967.000000	8.000000	"name11880@tnet.uk"	2010-07-23	898.515415					77	89	63
"1429YH"	15611.000000	"M"	1077.000000	2.000000	"name18922@wwmail.es"	2010-06-08	2367.947969					80	84	65
"1193WT"	15612.000000	"F"	1285.000000	12.000000	"name4189@tnet.jp"	2006-01-08	495.489090					80	90	69
"1690RN"	15613.000000	"F"	1415.000000	11.000000	"name29010@zigzag.cat"	2006-05-08	316.669131	"T"	"F"	0.000000		78	92	63
"1581UC"	15614.000000	"F"	861.000000	7.000000	"name23096@wwmail.inc"	2007-12-02	466.028548					78	87	61
"1987VV"	15615.000000	"F"	9171.000000	5.000000	"name23098@wwmail.inc"	2007-09-16	267.019367					77	91	65
"1201QN"	15616.000000	"M"	3633.000000	4.000000	"name29253@zigzag.jp"	2009-06-11	970.401400					75	87	59
"1274IL"	15617.000000	"M"	2629.000000	10.000000	"name11879@tnet.uk"	2009-12-25	478.285729					78	87	63
"1283TX"	15618.000000	"M"	268.000000	2.000000	"name19631@wwmail.es"	2010-08-11	1723.002547	"T"	"F"	0.000000		83	88	68
"1622CR"	15619.000000	"F"	2050.000000	3.000000	"name16365@wwmail.de"	2010-06-30	863.560811					91	93	80
"1716GR"	15620.000000	"F"	7770.000000	7.000000	"name24104@wwmail.org"	2010-06-13	511.505932					78	94	61
"1121DD"	15621.000000	"M"	526.000000	6.000000	"name11877@tnet.uk"	2008-06-03	520.026239					76	91	64
"1632BA"	15622.000000	"F"	6491.000000	2.000000	"name24060@wwmail.org"	2008-04-06	951.277211					87	91	72
